TeamId,TeamName,SubmissionDate,Score
100908,Saint-Tropez,"2014-06-16 22:27:31",0.75119
100441,ilarele,"2014-06-18 14:14:56",0.78468
100441,ilarele,"2014-06-18 15:21:36",0.79425
100362,LOGS,"2014-06-25 18:30:46",0.79904
100362,LOGS,"2014-06-30 20:49:03",0.93779
106325,FSchneid,"2014-07-18 13:07:27",0.76555
106325,FSchneid,"2014-07-18 15:38:08",0.78468
107069,Arunkumar,"2014-07-24 10:47:10",0.76555
107069,Arunkumar,"2014-07-24 10:55:53",0.77990
100441,ilarele,"2014-07-25 15:18:13",0.79904
109019,RMitra,"2014-07-31 19:13:18",0.76555
109019,RMitra,"2014-08-01 12:50:01",0.77511
110903,"Matt 5","2014-08-06 11:58:11",0.78947
112193,"Nikita Kotlyarov","2014-08-14 21:39:04",0.73205
112193,"Nikita Kotlyarov","2014-08-17 22:37:18",0.73684
112193,"Nikita Kotlyarov","2014-08-17 22:49:33",0.76076
112193,"Nikita Kotlyarov","2014-08-18 19:35:22",0.77990
110903,"Matt 5","2014-08-21 13:50:06",0.80382
110984,AktionData,"2014-08-30 00:37:20",0.75119
110984,AktionData,"2014-08-30 00:45:32",0.76555
115014,RReader,"2014-08-30 19:31:57",0.76555
115564,jtitusj,"2014-09-03 17:35:17",0.40191
110984,AktionData,"2014-09-04 02:40:42",0.77033
110984,AktionData,"2014-09-04 03:01:49",0.77511
115564,jtitusj,"2014-09-04 09:41:01",0.64114
115564,jtitusj,"2014-09-04 14:32:21",0.73205
115564,jtitusj,"2014-09-05 09:59:51",0.77033
115564,jtitusj,"2014-09-05 15:25:40",0.78947
115564,jtitusj,"2014-09-08 08:40:59",0.79425
115564,jtitusj,"2014-09-08 11:34:35",0.80382
110984,AktionData,"2014-09-09 10:09:22",0.77990
110984,AktionData,"2014-09-10 07:41:05",0.78468
110984,AktionData,"2014-09-10 09:51:22",0.78947
116753,bwal2327,"2014-09-11 21:37:21",0.79425
116861,"min-hung Chen","2014-09-12 07:43:56",0.76555
116861,"min-hung Chen","2014-09-12 08:47:45",0.77033
119269,long_wave,"2014-09-29 20:19:39",0.76555
123630,cogsbox,"2014-10-30 01:52:27",0.76555
123630,cogsbox,"2014-10-30 02:10:30",0.78468
123630,cogsbox,"2014-10-30 03:47:54",0.79425
123630,cogsbox,"2014-10-30 04:35:49",0.80861
124127,"Made In India","2014-11-02 16:13:03",0.76555
124127,"Made In India","2014-11-02 18:17:12",0.77033
124127,"Made In India","2014-11-02 18:20:28",0.78468
124127,"Made In India","2014-11-02 18:38:12",0.81339
127721,"Riley Dallas","2014-11-23 19:43:08",0.62679
127721,"Riley Dallas","2014-11-23 20:02:32",0.76555
127721,"Riley Dallas","2014-11-23 20:35:49",0.78468
127721,"Riley Dallas","2014-11-24 05:02:08",0.80861
130615,pardha,"2014-12-08 12:50:50",0.76555
131297,"Yanliang H.","2014-12-12 03:09:42",0.76555
131297,"Yanliang H.","2014-12-12 03:39:18",0.77990
131297,"Yanliang H.","2014-12-13 09:27:20",0.78468
131297,"Yanliang H.","2014-12-13 09:48:44",0.79425
134550,"Zanzibar Lector","2014-12-21 18:12:42",0.62679
134550,"Zanzibar Lector","2014-12-21 18:22:38",0.76555
134550,"Zanzibar Lector","2014-12-21 18:43:47",0.77990
134550,"Zanzibar Lector","2014-12-21 19:05:50",0.78468
134550,"Zanzibar Lector","2014-12-21 19:43:49",0.79425
134550,"Zanzibar Lector","2014-12-21 20:17:08",0.81339
134483,"Niranjan 2","2014-12-22 09:05:04",0.69856
134483,"Niranjan 2","2014-12-22 09:11:34",0.76555
135604,Ilya,"2014-12-27 20:14:53",0.62679
135604,Ilya,"2014-12-27 20:20:55",0.76555
135604,Ilya,"2014-12-27 21:06:35",0.77990
135604,Ilya,"2014-12-27 22:02:56",0.78468
135604,Ilya,"2014-12-27 23:05:32",0.79904
135604,Ilya,"2014-12-28 00:05:19",0.81339
81304,TheGame,"2014-12-28 10:01:42",0.62679
81304,TheGame,"2014-12-28 10:15:25",0.76555
81304,TheGame,"2014-12-28 10:28:57",0.77990
81304,TheGame,"2014-12-28 10:47:38",0.78468
148261,Itlaan,"2015-02-23 08:40:01",0.75119
148717,"Sai Krishna","2015-02-24 17:07:15",0.59330
148717,"Sai Krishna","2015-02-24 17:23:21",0.74641
148717,"Sai Krishna","2015-02-26 18:36:04",0.77511
151993,"Victor 4","2015-03-03 13:36:13",0.62679
151993,"Victor 4","2015-03-03 13:58:22",0.76555
160566,labdmitriy,"2015-03-28 14:38:47",0.75598
163338,MPettengell,"2015-04-05 16:56:43",0.77033
163338,MPettengell,"2015-04-05 17:01:02",0.78947
164785,t.MF,"2015-04-08 23:24:00",0.76555
165381,"maxim 2","2015-04-10 00:24:40",0.62679
165381,"maxim 2","2015-04-10 01:03:41",0.77990
165381,"maxim 2","2015-04-10 01:57:25",0.79425
171100,Aplln,"2015-04-21 09:19:42",0.68421
171100,Aplln,"2015-04-21 09:45:07",0.70813
172603,"Michael Moss","2015-04-24 06:19:45",0.76555
172603,"Michael Moss","2015-04-24 07:14:05",0.77033
172603,"Michael Moss","2015-04-24 13:37:26",0.77511
171100,Aplln,"2015-04-24 22:05:56",0.72727
172603,"Michael Moss","2015-04-25 07:32:00",0.78468
171100,Aplln,"2015-04-26 17:58:26",0.73205
172603,"Michael Moss","2015-04-27 06:26:43",0.78947
171100,Aplln,"2015-04-28 09:25:37",0.76076
171100,Aplln,"2015-04-28 09:37:16",0.76555
165381,"maxim 2","2015-04-28 22:58:45",0.81339
175552,"Randall Fernando","2015-04-30 00:46:48",0.75598
175552,"Randall Fernando","2015-04-30 01:04:17",0.78468
164785,t.MF,"2015-05-01 03:38:14",0.77033
164785,t.MF,"2015-05-01 04:13:04",0.77990
164785,t.MF,"2015-05-01 05:30:50",0.78947
130615,pardha,"2015-05-04 16:26:26",0.77990
130615,pardha,"2015-05-05 16:34:59",0.78468
130615,pardha,"2015-05-05 17:46:06",0.79425
172603,"Michael Moss","2015-05-05 18:04:53",0.79425
130615,pardha,"2015-05-05 18:57:47",0.81339
185212,ingeniouXY,"2015-05-27 03:38:18",0.76555
185775,"Dan Hogan","2015-05-28 21:52:50",0.76555
185775,"Dan Hogan","2015-05-29 19:38:59",0.78468
185775,"Dan Hogan","2015-05-29 20:40:26",0.80382
49287,"John Fitzpatrick","2015-06-02 23:26:26",0.78468
187210,"newbie 2","2015-06-03 09:59:36",0.76555
187210,"newbie 2","2015-06-03 10:01:26",0.78468
187210,"newbie 2","2015-06-03 10:02:48",0.80382
187479,hiromiick,"2015-06-03 14:51:38",0.76555
49287,"John Fitzpatrick","2015-06-04 23:36:40",0.80382
191106,RyanJohnson,"2015-06-18 15:07:48",0.76076
191106,RyanJohnson,"2015-06-18 15:35:03",0.76555
193291,"nicolas gaude","2015-06-28 03:36:34",0.99521
193302,Divinorum,"2015-06-28 05:34:31",0.76555
193302,Divinorum,"2015-06-28 19:55:32",0.78468
193302,Divinorum,"2015-06-28 21:26:16",0.80382
190404,"Richard 4","2015-06-29 15:28:20",0.62679
190404,"Richard 4","2015-07-04 14:52:24",0.80382
196352,NaraLee,"2015-07-06 04:56:50",0.62679
196365,inosphe,"2015-07-06 04:57:56",0.62679
196365,inosphe,"2015-07-06 05:07:53",0.76555
196352,NaraLee,"2015-07-06 05:08:25",0.76555
164785,t.MF,"2015-07-15 07:29:41",0.79425
185212,ingeniouXY,"2015-07-23 21:22:10",0.77033
185212,ingeniouXY,"2015-07-23 23:18:10",0.77511
205003,NkJian,"2015-07-31 12:37:16",0.72727
205003,NkJian,"2015-08-01 13:50:55",0.78468
210228,"Nibedita Datta","2015-08-21 08:40:27",0.76555
210228,"Nibedita Datta","2015-08-21 09:06:29",0.79425
210228,"Nibedita Datta","2015-08-21 13:58:47",0.79904
148717,"Sai Krishna","2015-08-22 12:00:03",0.81339
210739,"Daniel O'Keeffe","2015-08-23 13:01:27",0.75598
210834,Overfitter,"2015-08-23 19:29:27",0.78468
210834,Overfitter,"2015-08-23 20:16:10",0.80382
212127,TimFinnegan,"2015-08-28 21:43:05",0.78468
212127,TimFinnegan,"2015-08-28 22:17:38",0.79425
212127,TimFinnegan,"2015-09-03 06:23:32",0.80382
151993,"Victor 4","2015-09-06 12:56:44",0.77511
215366,Baldoino,"2015-09-07 23:23:16",0.78468
215366,Baldoino,"2015-09-07 23:33:18",0.80382
100908,Saint-Tropez,"2015-09-19 20:04:32",0.75598
100908,Saint-Tropez,"2015-09-19 21:38:54",0.78947
219101,"Michael John Paul Nismal","2015-09-21 07:44:54",0.76555
219451,IIMOG,"2015-09-22 13:32:31",0.62679
219451,IIMOG,"2015-09-22 13:45:02",0.76555
219451,IIMOG,"2015-09-22 14:10:29",0.77990
219529,"elsie 2","2015-09-22 19:49:18",0.77033
219451,IIMOG,"2015-09-23 08:55:21",0.78468
219888,DrRob,"2015-09-23 22:49:11",0.76555
219888,DrRob,"2015-09-23 23:29:45",0.77990
220730,"Savva Kolbachev","2015-09-27 22:12:53",0.77990
219451,IIMOG,"2015-09-28 12:06:05",0.79425
219451,IIMOG,"2015-09-28 13:42:59",0.80861
220730,"Savva Kolbachev","2015-09-30 19:31:31",0.79904
214257,duvallwh,"2015-10-02 21:51:42",0.77990
222354,JoydeepMukherjee,"2015-10-03 18:30:55",0.72248
220730,"Savva Kolbachev","2015-10-04 11:08:06",0.80382
220730,"Savva Kolbachev","2015-10-04 19:16:14",0.80861
223186,Kirubakar,"2015-10-06 02:23:41",0.77511
223186,Kirubakar,"2015-10-06 02:31:22",0.77990
223186,Kirubakar,"2015-10-06 02:40:00",0.78468
214257,duvallwh,"2015-10-06 03:05:34",0.78947
223710,"Wei-Wei Huang","2015-10-07 09:53:47",0.78468
223710,"Wei-Wei Huang","2015-10-08 03:19:55",0.80382
84463,SVN,"2015-10-09 05:56:06",0.78468
224530,JishnuDey,"2015-10-09 11:47:50",0.76555
224530,JishnuDey,"2015-10-09 12:19:50",0.78468
224530,JishnuDey,"2015-10-09 12:51:38",0.80382
225983,"tommy 3","2015-10-13 15:14:51",0.75119
222354,JoydeepMukherjee,"2015-10-24 00:16:23",0.75119
230099,Valeriy,"2015-10-24 13:22:53",0.62679
230099,Valeriy,"2015-10-24 13:29:00",0.76555
230099,Valeriy,"2015-10-24 13:35:42",0.77990
230099,Valeriy,"2015-10-24 14:09:52",0.78468
222354,JoydeepMukherjee,"2015-10-24 18:50:24",0.77990
230099,Valeriy,"2015-10-25 20:31:27",0.79425
134483,"Niranjan 2","2015-10-30 03:20:30",0.77033
233320,"Shuuhei Takahashi","2015-11-01 05:34:49",0.76555
233320,"Shuuhei Takahashi","2015-11-01 06:58:13",0.77990
210739,"Daniel O'Keeffe","2015-11-01 22:37:56",0.76555
237975,FenryrMKIII,"2015-11-11 21:03:10",0.80382
244149,"Peng ZHANG_Toni","2015-11-26 16:15:56",0.78468
242754,praxitelisk,"2015-11-28 01:33:38",0.77033
242754,praxitelisk,"2015-11-28 01:49:54",0.79425
247164,moyujian,"2015-12-02 10:17:05",0.75598
247164,moyujian,"2015-12-02 10:25:42",0.76555
247164,moyujian,"2015-12-02 10:30:44",0.77033
247164,moyujian,"2015-12-02 10:34:52",0.77990
247164,moyujian,"2015-12-02 13:09:30",0.78468
247164,moyujian,"2015-12-02 13:36:54",0.79425
244149,"Peng ZHANG_Toni","2015-12-03 04:39:31",0.81339
258098,Renal,"2015-12-26 21:09:40",0.76555
258100,Tony-Lee,"2015-12-26 21:09:54",0.76555
258899,jiagen,"2015-12-29 08:42:18",0.76076
259258,"Jongkuk Lim","2015-12-30 08:08:31",0.79904
259985,"Sai Krishna Gaddam","2016-01-02 07:09:16",0.76555
259985,"Sai Krishna Gaddam","2016-01-02 07:57:16",0.77511
259985,"Sai Krishna Gaddam","2016-01-03 05:43:30",0.81339
214257,duvallwh,"2016-01-03 10:14:55",0.81818
260759,"Sunil M","2016-01-05 08:44:20",0.78468
260699,guotong1988,"2016-01-05 10:07:36",0.76555
242754,praxitelisk,"2016-01-06 11:15:00",0.80382
262082,R-minator,"2016-01-09 14:54:33",0.71291
262082,R-minator,"2016-01-09 15:54:48",0.74641
134483,"Niranjan 2","2016-01-10 10:49:30",0.81339
259258,"Jongkuk Lim","2016-01-11 06:01:35",0.80382
259258,"Jongkuk Lim","2016-01-11 11:33:30",0.80861
262082,R-minator,"2016-01-11 21:24:40",0.75598
262082,R-minator,"2016-01-11 21:38:43",0.76555
263421,Corram,"2016-01-14 21:10:07",0.76555
262082,R-minator,"2016-01-16 16:30:12",0.78468
262082,R-minator,"2016-01-17 15:04:13",0.80382
267630,adeel,"2016-01-26 12:30:37",0.78468
267630,adeel,"2016-01-26 13:09:36",0.80382
268294,TamlaThanh,"2016-01-28 13:29:30",0.62679
268294,TamlaThanh,"2016-01-28 13:54:29",0.76555
268294,TamlaThanh,"2016-01-28 14:13:34",0.77990
268294,TamlaThanh,"2016-01-29 02:22:57",0.79425
268958,"Ming 3","2016-01-30 02:25:21",0.77990
267108,vasilisnikolaou,"2016-01-30 11:56:32",0.77511
277394,"tomohiro yanagi","2016-02-17 05:15:27",0.45933
277394,"tomohiro yanagi","2016-02-18 10:14:03",0.60765
277394,"tomohiro yanagi","2016-02-18 10:35:32",0.62200
278391,"Ruitao Cheng","2016-02-19 02:58:49",0.78947
280067,"Michał Śmiłowski","2016-02-20 17:44:47",0.79425
263421,Corram,"2016-02-23 16:42:22",0.77033
263421,Corram,"2016-02-23 22:41:45",0.77511
277394,"tomohiro yanagi","2016-02-28 14:34:40",0.76076
284711,dust3owlinc,"2016-03-02 05:39:54",0.00000
284711,dust3owlinc,"2016-03-02 05:57:11",0.74641
284711,dust3owlinc,"2016-03-02 19:36:03",0.75119
284711,dust3owlinc,"2016-03-02 20:05:10",0.76555
263421,Corram,"2016-03-05 09:58:31",0.78468
263421,Corram,"2016-03-05 10:42:45",0.79425
286527,FábioMatheus,"2016-03-07 01:14:32",0.80382
263421,Corram,"2016-03-08 16:03:55",0.80382
289684,"Nestor Wendt","2016-03-10 14:32:49",0.76555
289684,"Nestor Wendt","2016-03-10 17:58:21",0.77033
290556,TimSpencer,"2016-03-12 09:44:31",0.75119
290556,TimSpencer,"2016-03-16 12:52:44",0.77033
293345,"Maria Vodolazkaya","2016-03-17 08:12:06",0.76555
293345,"Maria Vodolazkaya","2016-03-17 08:39:01",0.77990
294515,Patron,"2016-03-19 21:38:39",0.78468
294651,LuísMiguelSousa,"2016-03-20 18:31:00",0.75598
294651,LuísMiguelSousa,"2016-03-20 18:44:27",0.76555
294651,LuísMiguelSousa,"2016-03-20 18:55:05",0.79904
296021,Leodsti,"2016-03-22 23:02:17",0.71291
296919,YeeWii,"2016-03-24 22:15:10",0.78468
297254,ArsalanSyed,"2016-03-25 21:48:38",0.62679
297254,ArsalanSyed,"2016-03-25 21:56:45",0.76555
297254,ArsalanSyed,"2016-03-25 22:08:07",0.77990
297254,ArsalanSyed,"2016-03-26 11:16:45",0.78468
297254,ArsalanSyed,"2016-03-26 14:51:39",0.81339
294651,LuísMiguelSousa,"2016-03-26 16:55:01",0.80861
267108,vasilisnikolaou,"2016-03-30 07:36:21",0.77990
267108,vasilisnikolaou,"2016-04-03 12:01:00",0.78468
222096,"michel 2","2016-04-05 17:29:09",0.76555
222096,"michel 2","2016-04-05 18:13:46",0.79425
302915,"john 16","2016-04-06 03:21:55",0.78468
303102,"VU-DM-80 2","2016-04-08 10:54:24",0.80382
304082,illusion1912,"2016-04-08 11:46:09",0.62679
304082,illusion1912,"2016-04-08 12:04:12",0.76555
304082,illusion1912,"2016-04-08 12:21:13",0.77990
304082,illusion1912,"2016-04-08 12:40:43",0.78468
306344,Irregularity,"2016-04-12 07:34:47",0.79425
311866,"Gabriel Manolache","2016-04-19 12:59:46",0.73205
311866,"Gabriel Manolache","2016-04-19 15:06:29",0.74162
300427,AfzalPawaskar,"2016-04-22 11:40:20",0.80382
313528,"Sivagami Nambi","2016-04-22 14:27:28",0.76555
134483,"Niranjan 2","2016-04-23 17:25:22",0.88516
315350,JulioCesarPereiraRocha,"2016-04-25 16:51:35",0.75119
318082,Yamdoots,"2016-04-30 20:45:33",0.62679
318479,LuisKhamashta,"2016-05-01 21:34:21",0.56937
318479,LuisKhamashta,"2016-05-02 13:36:54",0.73684
319961,"Joseph Pinto","2016-05-04 16:45:05",0.78468
319961,"Joseph Pinto","2016-05-05 03:00:05",0.79425
323193,NirvanSengupta,"2016-05-11 20:25:45",0.76076
323193,NirvanSengupta,"2016-05-11 22:15:14",0.78468
323669,"James 8","2016-05-12 11:45:25",0.75119
323669,"James 8","2016-05-12 11:55:37",0.75598
323669,"James 8","2016-05-12 11:59:03",0.76076
318479,LuisKhamashta,"2016-05-14 22:39:04",0.76555
318479,LuisKhamashta,"2016-05-16 17:46:20",0.78468
325773,"David GUERINEAU","2016-05-17 11:28:57",0.76555
326636,tmxk_111,"2016-05-19 12:01:14",0.75598
327074,Ashwinidad,"2016-05-20 09:11:46",0.78468
327308,IlyaPirozhenko,"2016-05-20 20:54:49",0.76555
327793,VibhorMehra,"2016-05-22 10:46:26",0.78468
330473,YesSir,"2016-05-26 10:57:53",0.78468
332776,mofumofuchan,"2016-05-31 10:58:13",0.76555
334104,"Jeff Rodgers","2016-06-02 17:25:14",0.77990
334104,"Jeff Rodgers","2016-06-04 18:40:14",0.80382
335463,JoshuaCook,"2016-06-05 23:05:31",0.73205
325773,"David GUERINEAU","2016-06-06 10:26:33",0.77511
336641,"Mitesh Gupta","2016-06-08 09:23:46",0.75598
336641,"Mitesh Gupta","2016-06-08 12:10:33",0.77511
338978,NenadSavic,"2016-06-12 15:04:11",0.62679
338978,NenadSavic,"2016-06-12 15:23:45",0.76555
338978,NenadSavic,"2016-06-12 15:53:13",0.77990
338978,NenadSavic,"2016-06-13 08:16:23",0.78468
336641,"Mitesh Gupta","2016-06-13 09:00:55",0.77990
338978,NenadSavic,"2016-06-13 11:08:15",0.81339
293345,"Maria Vodolazkaya","2016-06-16 13:33:23",0.78947
340960,ReviloAlleba,"2016-06-16 15:12:19",0.76076
340960,ReviloAlleba,"2016-06-17 14:18:15",0.77511
341277,YunKun,"2016-06-18 11:59:33",0.76555
340960,ReviloAlleba,"2016-06-18 16:50:43",0.77990
340960,ReviloAlleba,"2016-06-21 05:08:32",0.78468
340960,ReviloAlleba,"2016-06-21 11:34:03",0.78947
340960,ReviloAlleba,"2016-06-21 13:03:36",0.79425
343974,triose,"2016-06-25 02:51:08",0.70813
343974,triose,"2016-06-25 03:21:40",0.74641
344005,"Naoki Narimatsu","2016-06-25 06:51:03",0.76555
344427,"Gaurav 9","2016-06-28 11:47:17",0.77990
347261,"Franklin M.","2016-07-06 23:41:08",0.78468
347457,FredericMarthoz,"2016-07-07 15:58:33",0.76555
267108,vasilisnikolaou,"2016-07-08 06:11:08",0.78947
347457,FredericMarthoz,"2016-07-08 10:41:05",0.77511
344005,"Naoki Narimatsu","2016-07-10 14:15:50",0.77033
349052,"Iain Millar","2016-07-12 20:21:18",0.56937
349052,"Iain Millar","2016-07-18 19:54:44",0.75119
351152,YU_CHIH,"2016-07-19 06:05:46",0.62679
351152,YU_CHIH,"2016-07-19 06:23:02",0.76555
351152,YU_CHIH,"2016-07-19 06:55:59",0.77990
351360,WitoldSzejgis,"2016-07-20 16:13:23",0.75119
318082,Yamdoots,"2016-07-21 12:11:39",0.76555
267108,vasilisnikolaou,"2016-07-21 13:01:28",0.79904
351360,WitoldSzejgis,"2016-07-21 21:01:08",0.76555
352874,17WANGC,"2016-07-25 05:10:26",0.76555
352874,17WANGC,"2016-07-25 13:10:19",0.77990
349052,"Iain Millar","2016-07-26 20:36:52",0.77511
267108,vasilisnikolaou,"2016-07-27 15:21:09",0.80382
344427,"Gaurav 9","2016-07-28 17:09:26",0.78468
344427,"Gaurav 9","2016-07-28 17:15:01",0.78947
344427,"Gaurav 9","2016-07-28 17:27:24",0.79904
355309,"Carmen Cabanillas Campos","2016-07-31 08:27:38",0.78468
359711,MaximeFuccellaro,"2016-08-12 10:25:24",0.75119
359711,MaximeFuccellaro,"2016-08-12 12:45:42",0.77033
359773,statpanda,"2016-08-12 13:17:38",0.77511
359956,Room_502&508,"2016-08-13 07:50:34",0.76555
360268,DenesPanta,"2016-08-14 20:13:06",0.77511
360268,DenesPanta,"2016-08-15 11:23:27",0.78468
360268,DenesPanta,"2016-08-15 15:03:13",0.80861
360617,Harun,"2016-08-16 04:11:19",0.61722
359773,statpanda,"2016-08-16 12:19:33",0.79425
361608,hisashi,"2016-08-19 10:44:00",0.00000
361852,"Oleksii Barash","2016-08-20 20:29:20",0.77990
361852,"Oleksii Barash","2016-08-20 23:27:52",0.78468
362079,BrandonHarris,"2016-08-20 23:42:39",0.77511
362079,BrandonHarris,"2016-08-21 00:56:54",0.78468
362079,BrandonHarris,"2016-08-21 01:50:04",0.78947
362079,BrandonHarris,"2016-08-21 02:20:45",0.83253
362728,"Bruno Campos","2016-08-22 23:15:41",0.62679
362728,"Bruno Campos","2016-08-23 00:18:26",0.76555
362728,"Bruno Campos","2016-08-23 01:09:43",0.77990
361852,"Oleksii Barash","2016-08-23 03:08:43",0.79425
361608,hisashi,"2016-08-23 05:46:23",0.70334
361608,hisashi,"2016-08-23 08:54:37",0.71770
362728,"Bruno Campos","2016-08-24 02:04:51",0.78468
361852,"Oleksii Barash","2016-08-24 05:44:09",0.81339
363241,"Aman Singh","2016-08-24 06:53:50",0.78468
363241,"Aman Singh","2016-08-24 07:34:48",0.80382
362728,"Bruno Campos","2016-08-26 01:50:40",0.79425
362728,"Bruno Campos","2016-08-27 18:44:29",0.81339
365084,"Ngoc Khanh Nguyen","2016-08-30 05:37:39",0.77990
365093,ArpadTheTall,"2016-08-30 06:14:51",0.62679
365093,ArpadTheTall,"2016-08-30 06:34:36",0.76555
365093,ArpadTheTall,"2016-08-30 06:58:00",0.77990
365205,oshino,"2016-08-30 12:00:09",0.79425
365240,PrasannaVenkatesh,"2016-08-30 12:34:54",0.77511
365240,PrasannaVenkatesh,"2016-08-30 12:39:17",0.78468
365093,ArpadTheTall,"2016-08-30 17:38:46",0.78468
363241,"Aman Singh","2016-08-30 21:56:40",0.81339
48964,Jhonasttan,"2016-08-31 00:40:47",0.77511
365093,ArpadTheTall,"2016-08-31 01:34:35",0.79425
365093,ArpadTheTall,"2016-08-31 05:16:07",0.81339
367092,Ezz,"2016-09-04 00:05:12",0.76555
367092,Ezz,"2016-09-04 00:51:07",0.77990
367156,"Rahul Sharma 5","2016-09-04 06:28:08",0.62679
367156,"Rahul Sharma 5","2016-09-04 06:41:39",0.76555
365084,"Ngoc Khanh Nguyen","2016-09-04 06:50:30",0.78947
367156,"Rahul Sharma 5","2016-09-04 07:02:06",0.77990
367156,"Rahul Sharma 5","2016-09-04 07:26:15",0.78468
367156,"Rahul Sharma 5","2016-09-04 16:19:30",0.81339
367616,JohnCache,"2016-09-05 11:20:06",0.75119
367616,JohnCache,"2016-09-05 12:26:21",0.77990
367616,JohnCache,"2016-09-05 12:52:47",0.80861
370244,"Yang Long","2016-09-12 06:13:03",0.71291
370953,"Nick Styles","2016-09-13 18:50:28",0.77033
370953,"Nick Styles","2016-09-14 14:46:41",0.77990
373202,BotchaDileepKumar,"2016-09-19 15:02:26",0.77990
373960,"Adam 11","2016-09-21 12:34:24",0.60287
373960,"Adam 11","2016-09-21 12:36:18",0.60765
374036,"Petteri L","2016-09-21 13:54:36",0.72727
374036,"Petteri L","2016-09-21 14:55:39",0.74641
373960,"Adam 11","2016-09-22 07:54:32",0.65550
373960,"Adam 11","2016-09-22 08:59:32",0.76555
374036,"Petteri L","2016-09-22 09:11:56",0.76076
374036,"Petteri L","2016-09-22 09:15:50",0.76555
374036,"Petteri L","2016-09-22 09:25:44",0.77990
374036,"Petteri L","2016-09-23 15:02:48",0.78947
334104,"Jeff Rodgers","2016-09-23 15:27:17",0.80861
376670,YaoSenYou,"2016-09-27 12:26:48",0.78468
376670,YaoSenYou,"2016-09-27 13:04:20",0.79425
376835,"Aditya Kumar 2","2016-09-27 18:16:59",0.74162
376835,"Aditya Kumar 2","2016-09-27 18:20:08",0.79425
376670,YaoSenYou,"2016-09-30 07:11:34",0.82775
115014,RReader,"2016-10-01 16:52:54",0.77990
378792,ShreyasiChaudhary,"2016-10-02 06:24:25",0.62679
378792,ShreyasiChaudhary,"2016-10-02 06:33:22",0.76555
378792,ShreyasiChaudhary,"2016-10-02 06:40:50",0.77990
379547,"Somin Wadhwa","2016-10-03 19:10:10",0.75598
373960,"Adam 11","2016-10-04 08:37:58",0.77511
380097,CristhianGuevara,"2016-10-04 21:06:45",0.76555
380097,CristhianGuevara,"2016-10-04 23:26:27",0.77990
373960,"Adam 11","2016-10-05 08:37:13",0.77990
381886,Jj_,"2016-10-08 19:21:32",0.76555
382488,AmanSrivastava,"2016-10-09 07:50:53",0.62679
